CLAVE,SITIO,ESTADO,LATITUD,LONGITUD,SEMAFORO,CLUSTER
DLCOL556,DESEMBOCADURA RIO COAHUAYANA,MICHOACAN DE OCAMPO,18.68668,-103.73711,Amarillo,0
DLCOL557,CANAL BOCA DE APIZA,COLIMA,18.70275,-103.74891,Rojo,0
DLCOL558,EL CHUPADERO TECUANILLO 3,COLIMA,18.74973,-103.80032,Verde,0
DLCOL560,LAGUNA DE AMELA,COLIMA,18.81111,-103.7732,Amarillo,0
DLCOL561,LAGUNA DE ALCUZAHUE,COLIMA,18.91745,-103.77939,Rojo,0
DLCOL563,AGUAS ABAJO COLONIA RUIZ CORTINEZ,COLIMA,18.92628,-103.94326,Rojo,1
DLCOL565W1,BOCA DE PASCUALES,COLIMA,18.86184,-103.96651,Amarillo,0
DLCOL568W1,ESTERO TECUANILLO,COLIMA,18.81339,-103.89779,Amarillo,0
DLCOL569,PUENTE PERIQUILLOS,COLIMA,18.95472,-103.94611,Amarillo,1
DLCOL570,ARROYO CHARCOVERDE,COLIMA,18.96534,-103.95161,Amarillo,1
DLCOL574,DERIVADORA JALA 1,COLIMA,19.11253,-103.88231,Amarillo,1
DLCOL575,DERIVADORA JALA 2,COLIMA,19.11089,-103.88447,Rojo,1
DLCOL578,AGUAS ARRIBA DEL POBLADO PEÑA COLORADA,COLIMA,19.36876,-104.08454,Amarillo,1
DLCOL579,AGUAS ABAJO DEL POBLADO PEÑA COLORADA,COLIMA,19.3455,-104.10577,Amarillo,1
DLCOL580,SAN JOSE PATICAJO,COLIMA,19.30604,-104.15924,Amarillo,1
DLCOL581,ARROYO SAN JOSE,COLIMA,19.27994,-104.31712,Amarillo,1
DLCOL582,DERIVADORA LAS PAROTAS,COLIMA,19.25073,-104.53696,Verde,1
DLCOL584,FONDO DE LA LAGUNA DE JULUAPAN,COLIMA,19.11945,-104.40282,Rojo,0
DLCOL585,CENTRO LAGUNA DE JULUAPAN,COLIMA,19.11115,-104.40465,Rojo,0
DLCOL586,DESEMBOCADURA LAGUNA DE JULUAPAN,COLIMA,19.1045,-104.39872,Verde,0
DLCOL587,PLAYA MIRAMAR (FRENTE AL HOTEL DELFOS),COLIMA,19.11362,-104.39407,Verde,0
DLCOL588,PLAYA MIRAMAR (FRENTE AL HOTEL GRAN FESTIVALL),COLIMA,19.11592,-104.37769,Verde,0
DLCOL589,PLAYA MIRAMAR (FRENTE AL HOTEL VISTA PLAYA DE ORO),COLIMA,19.11735,-104.36697,Verde,0
DLCOL590,DESEMBOCADURA ARROYO SANTIAGO,COLIMA,19.11425,-104.35258,Rojo,0
DLCOL591,PLAYA LA AUDIENCIA,COLIMA,19.10265,-104.35351,Verde,0
DLCOL592W1,ARROYO SALAGUA,COLIMA,19.10442,-104.3409,Amarillo,0
DLCOL595W1,LAGUNA VALLE DE LAS GARZAS MANZANILLO,COLIMA,19.08616,-104.30395,Amarillo,0
DLCOL596,PUERTO INTERIOR SAN PEDRITO,COLIMA,19.06152,-104.30353,Rojo,0
DLCOL597,PLAYA SAN PEDRITO,COLIMA,19.05731,-104.30674,Verde,0
DLCOL598,EL TUNEL COOPERATIVA DE PESCADORES,COLIMA,19.05033,-104.31192,Rojo,0
DLCOL599,PUENTE DEL FERROCARRIL,COLIMA,19.03365,-104.31573,Verde,0
DLCOL600,RAMADA DE VENTANAS,COLIMA,19.03271,-104.32828,Verde,0
DLCOL601,CANAL VENTANAS,COLIMA,19.03092,-104.33144,Verde,0
DLCOL602,COLONIA PADRE HIDALGO-BONANZA,COLIMA,19.04383,-104.32355,Amarillo,0
DLCOL604W1,LAGUNA DE CUYUTLAN 14 (ARROYO LAS ADJUNTAS),COLIMA,19.04234,-104.25948,Amarillo,0
DLCOL609,LAGUNA DE CUYUTLAN 11,COLIMA,19.006,-104.16694,Amarillo,0
DLCOL610,PUENTE TEPALCATES,COLIMA,19.01049,-104.24582,Verde,0
DLCOL611,CANAL DE TEPALCATES,COLIMA,19.00376,-104.25638,Rojo,0
DLCOL612M1,AGUAS ABAJO PLANTA DE TRATAMIENTO CIAPACOV,COLIMA,19.18165,-103.82305,Amarillo,1
DLCOL622,CARRETERA LIBRE CRUCERO DE CUYUTLAN,COLIMA,18.94119,-104.03984,Amarillo,0
DLCOL624,LA PRESA,COLIMA,19.01096,-103.70659,Rojo,1
DLCOL625,JOYITAS,COLIMA,19.33391,-103.67317,Amarillo,1
DLCOL626,LAGUNA CARRIZALILLOS,COLIMA,19.4136,-103.67449,Rojo,0
DLCOL627,ARROYO CORDOVAN-ZARCO,COLIMA,19.45146,-103.71805,Amarillo,2
DLCOL628,LAGUNA LA MARIA,COLIMA,19.46118,-103.70843,Amarillo,0
DLCOL629,LA LUMBRE,COLIMA,19.47611,-103.70551,Amarillo,1
DLDUR632,EL POTRERO,DURANGO,25.9407,-105.82877,Amarillo,1
DLDUR634,RIO PIAXTLA 6,DURANGO,24.29637,-105.54945,Verde,1
DLDUR635,SAPIORIS,DURANGO,24.55902,-105.85848,Verde,1
DLDUR641,RIO SANTIAGO 6,DURANGO,25.08054,-105.42908,Amarillo,1
DLDUR642,RIO SANTIAGO 5,DURANGO,25.0466,-105.41535,Amarillo,1
DLDUR646M1,SANTA CLARA AGUAS ABAJO PTAR,DURANGO,24.48981,-103.34792,Amarillo,1
DLDUR648,ATOTONILCO,DURANGO,25.16405,-105.44094,Amarillo,1
DLDUR649,LOS HERRERA - DURANGO,DURANGO,25.16101,-105.49664,Amarillo,1
DLDUR651,J. SALOME ACOSTA,DURANGO,25.22384,-105.44807,Amarillo,1
DLDUR659,LA CIENEGA,DURANGO,25.04165,-106.34385,Verde,1
DLDUR660,EL SALTO - DURANGO,DURANGO,23.80203,-105.35438,Amarillo,0
DLDUR675M1,PRESA SANTIAGO BAYACORA 1,DURANGO,23.87358,-104.69426,Verde,0
DLDUR676M1,PRESA SANTIAGO BAYACORA,DURANGO,23.87458,-104.67751,Verde,0
DLDUR679,RIO DE SANTIAGO,DURANGO,24.35877,-103.43297,Rojo,2
DLDUR693,COVADONGA,DURANGO,24.90783,-104.07961,Verde,1
DLDUR709,RIO SUCHIL,DURANGO,23.667,-103.95268,Amarillo,1
DLDUR714,CONFLUENCIA RIOS DURANGO Y NOMBRE DE DIOS,DURANGO,23.83395,-104.25949,Amarillo,0
DLDUR715,RIO NOMBRE DE DIOS,DURANGO,23.83386,-104.25755,Rojo,0
DLDUR716,PUENTE MELONES,DURANGO,23.8717,-104.26804,Verde,1
DLDUR717,RIO TEPEHUANES 2,DURANGO,25.31575,-105.68786,Amarillo,1
DLDUR718,"BIO PAPPEL PACKAGING, S.A. DE C.V. (ANTES EMPAQUES DE CARTON TITAN, S.A. DE C.V. FUSIONANTE DE EMPAQUES DEL NORTE, S.A. DE C.V.) (AGUAS ARRIBA)",DURANGO,24.02379,-104.40838,Rojo,0
DLDUR719,"BIO PAPPEL PACKAGING, S.A. DE C.V. (ANTES EMPAQUES DE CARTON TITAN, S.A. DE C.V. FUSIONANTE DE EMPAQUES DEL NORTE, S.A. DE C.V.) (AGUAS ABAJO)",DURANGO,24.02408,-104.4064,Rojo,0
DLDUR721,RIO TEPEHUANES 1,DURANGO,25.35233,-105.84055,Amarillo,1
DLDUR722,QUEBRADA SAN QUINTIN,DURANGO,23.90783,-104.20925,Verde,1
DLDUR724,DERIVADORA FRANCISCO VILLA,DURANGO,24.06653,-104.5002,Amarillo,1
DLDUR727,ACEQUIA GRANDE,DURANGO,24.07711,-104.55011,Rojo,2
DLDUR733,EMBOTELLADORA GUADIANA S.A. DE C.V. (AGUAS ARRIBA),DURANGO,23.98647,-104.60928,Amarillo,0
DLDUR734,EMBOTELLADORA GUADIANA S.A. DE C.V. (AGUAS ABAJO),DURANGO,23.98766,-104.61034,Amarillo,0
DLDUR737,PRESA GARAVITOS,DURANGO,24.01523,-104.75098,Verde,0
DLDUR738,PRESA PRESIDENTE GPE VICTORIA 3,DURANGO,23.95995,-104.75429,Amarillo,0
DLDUR739,PRESA PRESIDENTE GPE VICTORIA 2,DURANGO,23.93793,-104.75609,Verde,0
DLDUR740,PRESA PRESIDENTE GPE VICTORIA 1,DURANGO,23.90495,-104.76603,Verde,0
DLDUR741M1,PRESA SANTIAGO BAYACORA 2,DURANGO,23.86417,-104.68114,Verde,0
DLDUR744,PRESA SANTIAGO BAYACORA 4,DURANGO,23.82643,-104.69621,Verde,0
DLDUR745M1,PRESA LA ROSILLA 2,DURANGO,23.72022,-105.41547,Verde,0
DLDUR747,MANANTIAL 27 DE NOVIEMBRE 2,DURANGO,24.21564,-104.50614,Verde,0
DLDUR748,MANANTIAL 27 DE NOVIEMBRE 3,DURANGO,24.21219,-104.50117,Verde,1
DLDUR749M1,EL TANQUE SUCHIL,DURANGO,23.63772,-103.92712,Amarillo,0
DLDUR750,MANANTIAL 27 DE NOVIEMBRE 1,DURANGO,24.22104,-104.51038,Verde,0
DLDUR752M1,OJO DE AGUA SUCHIL,DURANGO,23.64111,-103.91931,Verde,0
DLDUR753,MALAGA 4,DURANGO,24.21475,-104.5302,Amarillo,1
DLDUR754,PRESA PEÑA DEL AGUILA,DURANGO,24.20168,-104.66357,Rojo,0
DLDUR768,JOSE MA. PATONI,DURANGO,24.85471,-104.45369,Verde,1
DLDUR773M1,PUENTE LOS IDOLOS,DURANGO,25.90154,-105.86652,Amarillo,1
DLDUR774,LAGUNA DE SANTIAGUILLO 4,DURANGO,24.93564,-104.92756,Rojo,0
DLDUR775,LAGUNA DE SANTIAGUILLO 2,DURANGO,24.89664,-104.88981,Rojo,0
DLDUR776,LAGUNA DE SANTIAGUILLO 1,DURANGO,24.87196,-104.8794,Rojo,0
DLDUR778,LAGUNA DE SANTIAGUILLO 3,DURANGO,24.91804,-104.9058,Rojo,0
DLDUR779,LAGUNA SANTIAGUILLO 5,DURANGO,24.95752,-104.94588,Rojo,0
DLDUR786,SANTA TERESA DEL PACHON,DURANGO,24.80967,-105.31738,Amarillo,1
DLDUR787,PRESA CABORACA,DURANGO,24.54309,-104.81612,Amarillo,0
DLDUR793,PRESA FRANCISCO VILLA,DURANGO,24.00179,-103.95161,Verde,0
DLDUR794,RIO MEZQUITAL,DURANGO,23.45977,-104.41149,Amarillo,1
DLDUR838,PRESA VILLA HIDALGO,DURANGO,26.24026,-104.92955,Verde,0
DLDUR848,PUENTE RIO FLORIDO,DURANGO,26.38829,-105.35418,Amarillo,0
DLDUR850,PRESA FEDERALISMO MEXICANO 3,DURANGO,26.44226,-105.58365,Verde,0
DLDUR851,PRESA FEDERALISMO MEXICANO 2,DURANGO,26.4188,-105.58257,Amarillo,0
DLDUR852,PRESA FEDERALISMO MEXICANO 1,DURANGO,26.46471,-105.59589,Amarillo,0
DLEST853,CRUZ DE LA MISION,MEXICO,19.34523,-99.48038,Rojo,0
DLEST855,RIO LERMA 2,MEXICO,19.36104,-99.53863,Rojo,2
DLEST856,TOLUCA ORIENTE  (A) AGUAS ARRIBA,MEXICO,19.34433,-99.53486,Rojo,2
DLEST857,TOLUCA ORIENTE  (A) AGUAS ABAJO,MEXICO,19.34542,-99.53542,Rojo,2
DLEST858,PUENTE CARRETERA TOLUCA-NAUCALPAN,MEXICO,19.37743,-99.55517,Rojo,2
DLEST859,TOLUCA NORTE  (A) AGUAS ARRIBA,MEXICO,19.37942,-99.58126,Rojo,2
DLEST861,TOLUCA NORTE  (A) AGUAS ABAJO,MEXICO,19.38105,-99.58033,Rojo,2
DLEST862,PUENTE CARRETERA TOLUCA-TEMOAYA,MEXICO,19.41124,-99.61836,Rojo,2
DLEST863,RIO LERMA 54,MEXICO,19.40455,-99.5938,Rojo,2
DLEST864,RIO LERMA 4,MEXICO,19.41108,-99.6176,Rojo,2
DLEST865,RH12-1 LERMA,MEXICO,19.41846,-99.62254,Rojo,2
DLEST866,RIO LERMA 43,MEXICO,19.45122,-99.66059,Rojo,2
DLEST867,RIO LERMA 3,MEXICO,19.46678,-99.70518,Rojo,2
DLEST868M1,PUENTE CARRETERA TOLUCA-PALMILLAS (CORTINA PRESA JOSE ANTONIO ALZATE AGUAS ABAJO),MEXICO,19.47189,-99.73607,Rojo,2
DLEST869,PRESA IGNACIO RAMIREZ 3,MEXICO,19.4621,-99.77581,Rojo,0
DLEST870,PRESA IGNACIO RAMIREZ 2,MEXICO,19.44394,-99.7896,Rojo,0
DLEST871,PRESA IGNACIO RAMIREZ 1,MEXICO,19.44514,-99.79881,Rojo,0
DLEST874,IXTLAHUACA (RANCHO DE GANADO LECHERO),MEXICO,19.57341,-99.77823,Rojo,2
DLEST875,RIO LERMA 5,MEXICO,19.61633,-99.79553,Rojo,0
DLEST876,RIO LERMA 68,MEXICO,19.617,-99.79858,Rojo,2
DLEST878,RIO LERMA 6,MEXICO,19.64552,-99.87715,Amarillo,2
DLEST879,RIO LERMA 69,MEXICO,19.64624,-99.87824,Amarillo,2
DLEST880,RIO LERMA 7,MEXICO,19.70211,-99.88459,Rojo,2
DLEST882,ATLACOMULCO,MEXICO,19.80509,-99.90792,Rojo,2
DLEST883,LAGO FRANCISCO JOSE TRINIDAD FABELA 1,MEXICO,19.82863,-99.78794,Rojo,0
DLEST884,LAGO FRANCISCO JOSE TRINIDAD FABELA 2,MEXICO,19.82381,-99.78669,Rojo,0
DLEST885,PRESA TEPETITLAN 3,MEXICO,19.6609,-99.96128,Amarillo,0
DLEST886,PRESA TEPETITLAN 2,MEXICO,19.61868,-99.98378,Rojo,0
DLEST887,PRESA TEPETITLAN 1,MEXICO,19.63797,-99.96533,Amarillo,0
DLEST888,RIO EL SALTO,MEXICO,19.49746,-99.98131,Amarillo,2
DLEST889,PRESA VILLA VICTORIA 3,MEXICO,19.45822,-99.99081,Amarillo,0
DLEST890,PRESA VILLA VICTORIA 4,MEXICO,19.46325,-99.99544,Amarillo,0
DLEST891,PRESA VILLA VICTORIA 2,MEXICO,19.45484,-99.99575,Rojo,0
DLEST892,RIO LA COMPAÑIA,MEXICO,19.50094,-100.05059,Rojo,2
DLEST893,PRESA VILLA VICTORIA 1,MEXICO,19.46159,-100.05466,Amarillo,0
DLEST895,EFLUENTE PP LOS BERROS (TAC),MEXICO,19.39813,-100.06237,Verde,1
DLEST896,CANAL DONATO GUERRA,MEXICO,19.30045,-100.11623,Amarillo,0
DLEST897,INFLUENTE DE LA PRESA VALLE DE BRAVO,MEXICO,19.22051,-100.13108,Amarillo,1
DLEST898,SALIDA MANIANTAL AGUA ESCONDIDA EN CANAL HECTOR MARTINEZ DE MEZA,MEXICO,19.3325,-100.07281,Verde,1
DLEST899,PRESA VALLE DE BRAVO 4,MEXICO,19.2147,-100.1495,Amarillo,0
DLEST900M1,RIO TIZATES,MEXICO,19.20146,-100.13621,Amarillo,2
DLEST901,PRESA VALLE DE BRAVO 3,MEXICO,19.194,-100.1519,Verde,0
DLEST902,RIO CHIQUITO EL MOLINO,MEXICO,19.17361,-100.11028,Verde,1
DLEST903,PRESA VALLE DE BRAVO 2,MEXICO,19.1807,-100.1594,Verde,0
DLEST904,PRESA VALLE DE BRAVO 5,MEXICO,19.18,-100.1351,Amarillo,0
DLEST905M1,CORTINA PRESA TILOXTOC,MEXICO,19.21598,-100.19485,Amarillo,0
DLEST906,CORTINA PRESA VALLE DE BRAVO,MEXICO,19.2078,-100.1801,Rojo,0
DLEST907,PRESA COLORINES 2,MEXICO,19.17455,-100.2229,Verde,0
DLEST908,CANAL RIO MALACATEPEC-(DURAZNOS),MEXICO,19.17467,-100.21635,Amarillo,1
DLEST909,INFLUENTE PRESA EL BOSQUE A COLORINES,MEXICO,19.17515,-100.2247,Amarillo,1
DLEST910,PUENTE RIO AMANALCO DE BECERRA,MEXICO,19.2568,-100.01614,Amarillo,1
DLEST911,PUENTE TEMASCALTEPEC,MEXICO,19.044,-100.04524,Amarillo,1
DLEST914,"INDUSTRIA EMBOTELLADORA DE MEXICO, S.A. DE C.V. (AGUAS ARRIBA)",MEXICO,19.30309,-99.60037,Rojo,2
DLEST915M1,"INDUSTRIA EMBOTELLADORA DE MEXICO, S.A. DE C.V (AGUAS ABAJO)",MEXICO,19.30328,-99.59706,Rojo,2
DLEST920,LAG. DE ALMOLOYA DEL RIO,MEXICO,19.15527,-99.49637,Rojo,0
DLEST921,LAGUNA DE ALMOLOYA DEL RIO,MEXICO,19.15518,-99.49633,Rojo,0
DLEST922,ARROYO MEZAPA,MEXICO,19.18689,-99.51384,Rojo,2
DLEST923,RIO LERMA 1,MEXICO,19.20268,-99.51442,Rojo,2
DLEST925,PUENTE CARRETERA MEXICO-TOLUCA,MEXICO,19.28614,-99.52185,Rojo,2
DLEST928,LAGUNAS DE ZEMPOALA 2,MORELOS,19.05462,-99.31622,Amarillo,0
DLEST929,LAGUNAS DE ZEMPOALA 1,MORELOS,19.05127,-99.31483,Amarillo,0
DLEST930,EL SALTO TENANCINGO,MEXICO,18.95594,-99.59893,Rojo,0
DLEST931,PUENTE RIO EL SALTO (TGO) FONDO,MEXICO,18.95748,-99.60122,Amarillo,0
DLEST933,MANANTIALES DE LOCALIDAD SAN PEDRO ZICTEPEC,MEXICO,19.03302,-99.57984,Verde,0
DLEST934,ARROYO ACALCO INFLUENTE RIO CHALMITA,MEXICO,18.94583,-99.42536,Amarillo,1
DLEST935M1,PUENTE CHALMITA,MEXICO,18.92783,-99.43947,Amarillo,1
DLEST937M1,PUENTE DIF SOLIS,MEXICO,19.97889,-100.05231,Rojo,0
DLEST938M1,RIO LERMA 11,MEXICO,19.95478,-100.02037,Rojo,0
DLEST939,PUENTE SOLIS(DIF),MEXICO,19.90299,-100.02271,Rojo,1
DLEST940,RIO LERMA 9,MEXICO,19.84705,-99.93285,Rojo,2
DLEST941,RIO LERMA 8,MEXICO,19.83501,-99.92303,Rojo,2
DLEST942M1,PRESA LA VICTORIA 1,MEXICO,19.77555,-100.14488,Rojo,0
DLEST943M1,PRESA LA VICTORIA 2,MEXICO,19.77593,-100.14494,Rojo,0
DLEST944M1,PRESA BROCKMAN 2,MEXICO,19.7699,-100.14576,Rojo,0
DLEST945,PRESA BROCKMAN 1,MEXICO,19.76984,-100.14367,Rojo,0
DLEST946,RM6 AGUAS ARRIBA DE LA PRESA SAN ILDEFONSO,MEXICO,20.14898,-99.90883,Verde,0
DLEST947M1,CORTINA PRESA COFRADIA,MEXICO,20.11086,-99.85493,Rojo,0
DLEST948M1,RM5 AGUAS ABAJO DE LA PRESA COFRADIA,MEXICO,20.11042,-99.8551,Rojo,2
DLEST949M2,PRESA ZIMAPAN FRENTE A LA CONFLUENCIA CON EL RIO SAN JUAN DEL RIO,QUERETARO ARTEAGA,20.6016,-99.62596,Rojo,0
DLEST950M1,RM3 AGUAS ABAJO DE LIBERTEX,MEXICO,20.10822,-99.83144,Rojo,2
DLEST951M1,RM2 AGUAS ARRIBA DE LIBERTEX,MEXICO,20.10071,-99.82106,Rojo,2
DLEST952,PRESA HUAPANGO 2,MEXICO,20.05229,-99.70128,Rojo,0
DLEST953,CORTINA PRESA HUAPANGO,MEXICO,20.04692,-99.69695,Rojo,0
DLEST954,PRESA HUAPANGO 1,MEXICO,20.00697,-99.70754,Rojo,0
DLEST955,PRESA ZARCO,MEXICO,19.99945,-99.69406,Rojo,0
DLGUA1007,AGUAS ARRIBA DE SU CONFL. CON EL RIO LERMA,GUANAJUATO,20.52945,-101.14776,Rojo,2
DLGUA1009,RIO LERMA 29,GUANAJUATO,20.54223,-101.16326,Rojo,2
DLGUA1010,RIO LERMA 32,GUANAJUATO,20.52828,-101.16263,Amarillo,2
DLGUA1011,RIO LAJA ANTES DE SU CONFLUENCIA CON EL RIO LERMA,GUANAJUATO,20.53103,-101.157,Rojo,2
DLGUA1012,AGUAS ARRIBA DE LA DESCARGA DE SALAMANCA (DESP.R.LAJA),GUANAJUATO,20.51222,-101.1767,Rojo,2
DLGUA1013,PUENTE EL MOLINITO,GUANAJUATO,20.56522,-101.19977,Rojo,2
DLGUA1015,RIO LERMA 30,GUANAJUATO,20.56306,-101.22373,Rojo,2
DLGUA1016,CANAL TEMASCATIO,GUANAJUATO,20.57045,-101.27362,Rojo,2
DLGUA1017,RIO LERMA 31,GUANAJUATO,20.56673,-101.27621,Rojo,2
DLGUA1018,PUEBLO NUEVO (ANTES RIO GUANAJUATO),GUANAJUATO,20.53899,-101.31352,Rojo,2
DLGUA1019,CERRO BLANCO,GUANAJUATO,20.53615,-101.34245,Amarillo,2
DLGUA1020,RIO LERMA 28,GUANAJUATO,20.52333,-101.36828,Rojo,2
DLGUA1021,RIO LERMA 27,GUANAJUATO,20.51021,-101.36929,Rojo,2
DLGUA1022,SAN GUILLERMO (DESEP.RIO GUANAJUATO),GUANAJUATO,20.48646,-101.37294,Rojo,2
DLGUA1023,RIO LERMA 48 (SAN JOSE DE AYALA),GUANAJUATO,20.37993,-101.4281,Rojo,0
DLGUA1030W1,RIO TURBIO 24,GUANAJUATO,20.30842,-101.6302,Rojo,0
DLGUA1031M1,SAN GABRIEL RIO TURBIO 20,GUANAJUATO,20.95792,-101.88651,Rojo,2
DLGUA1032M1,LA DESCUBRIDORA,GUANAJUATO,20.96818,-101.88756,Rojo,2
DLGUA1037M1,EL TULE,GUANAJUATO,20.9171,-101.89794,Rojo,2
DLGUA1042M1,CERRO BLANCO DE MANCERA,GUANAJUATO,20.57603,-101.25357,Rojo,2
DLGUA1046,RIO TURBIO 12,GUANAJUATO,20.6905,-101.63516,Rojo,2
DLGUA1047,RIO TURBIO 11,GUANAJUATO,20.6932,-101.63638,Rojo,2
DLGUA1048,RIO TURBIO 10,GUANAJUATO,20.69144,-101.66573,Rojo,2
DLGUA1049,RT-9 RIO TURBIO-PUENTE RIO TURBIO (T. BLANCAS),GUANAJUATO,20.7229,-101.70436,Rojo,2
DLGUA1050,RIO TURBIO 9,GUANAJUATO,20.72212,-101.70407,Rojo,2
DLGUA1060,PUENTE ESTANCIA DE VAQUEROS,GUANAJUATO,21.0621,-101.76163,Rojo,2
DLGUA1061,RT-4 RIO TURBIO-ESTANCIA DE VAQUEROS,GUANAJUATO,21.06217,-101.76118,Rojo,2
DLGUA1062,AF-3 ARROYO HONDO-A.A. RIO TURBIO,GUANAJUATO,21.08019,-101.73097,Rojo,2
DLGUA1063,AF-2 ARROYO LAS MULAS-A.A. ARROYO HONDO,GUANAJUATO,21.08511,-101.73049,Rojo,2
DLGUA1067,LEON  (A) AGUAS ARRIBA,GUANAJUATO,21.09266,-101.73346,Rojo,1
DLGUA1068W1,LEON  (A) AGUAS ABAJO,GUANAJUATO,21.08193,-101.72978,Rojo,2
DLGUA1070,PRESA EL PALOTE 2,GUANAJUATO,21.1733,-101.68842,Rojo,0
DLGUA1071,PRESA EL PALOTE 3,GUANAJUATO,21.17567,-101.68037,Rojo,0
DLGUA1072M1,PRESA LA CEBADA,GUANAJUATO,21.10128,-100.52988,Rojo,0
DLGUA1076M1,RIO TEMASCATIO,GUANAJUATO,20.6151,-101.28599,Rojo,2
DLGUA1077W1,RIO SANTIAGO 1,GUANAJUATO,21.00885,-101.82957,Rojo,2
DLGUA1078,AF-4 RIO SANTIAGO-A.A. RIO TURBIO,GUANAJUATO,20.99657,-101.83697,Rojo,2
DLGUA1079,RT-6 RIO TURBIO-PASO DE OVEJAS,GUANAJUATO,20.99406,-101.84492,Rojo,2
DLGUA1080,PUENTE PASO DE OVEJAS,GUANAJUATO,20.99406,-101.84492,Rojo,2
DLGUA1081W1,RIO TURBIO 1,GUANAJUATO,20.9939,-101.84523,Rojo,2
DLGUA1087,GUANAJUATO,GUANAJUATO,20.92949,-101.28874,Rojo,2
DLGUA1089,PRESA LAS TORRES 1,GUANAJUATO,21.02435,-101.22611,Amarillo,0
DLGUA1090,PRESA LAS TORRES 3,GUANAJUATO,21.02534,-101.21945,Verde,0
DLGUA1091,PRESA LAS TORRES 2,GUANAJUATO,21.02792,-101.22189,Verde,0
DLGUA1092,PRESA LA ESPERANZA 3,GUANAJUATO,21.04857,-101.2514,Verde,0
DLGUA1093,PRESA LA ESPERANZA 1,GUANAJUATO,21.04986,-101.25558,Amarillo,0
DLGUA1094,PRESA LA ESPERANZA 2,GUANAJUATO,21.05366,-101.25394,Verde,0
DLGUA1095,PRESA LA SOLEDAD 1,GUANAJUATO,21.04272,-101.27984,Verde,0
DLGUA1096,PRESA LA SOLEDAD 2,GUANAJUATO,21.04037,-101.2792,Amarillo,0
DLGUA1112,PRESA MELCHOR ORTEGA 2,GUANAJUATO,21.1557,-100.2973,Verde,0
DLGUA1113,PRESA MELCHOR ORTEGA 1,GUANAJUATO,21.1571,-100.2993,Verde,0
DLGUA1114,PRESA MELCHOR ORTEGA 3,GUANAJUATO,21.1551,-100.2941,Verde,0
DLGUA1117,PRESA PASO DE VAQUEROS 3,GUANAJUATO,21.3531,-100.3773,Verde,0
DLGUA1118,PRESA PASO DE VAQUEROS 2,GUANAJUATO,21.3592,-100.384,Verde,0
DLGUA1119,PRESA PASO DE VAQUEROS 1,GUANAJUATO,21.36422,-100.38885,Verde,0
DLGUA1124,PRESA IGNACIO ALLENDE 1,GUANAJUATO,20.8466,-100.8223,Verde,0
DLGUA1133,"LALA DERIVADOS LACTEOS, S.A. DE C.V. (AGUAS ARRIBA)",GUANAJUATO,20.62459,-101.2981,Rojo,0
DLGUA1135,"LALA  DERIVADOS LACTEOS, S.A. DE C.V. (AGUAS ARRIBA)",GUANAJUATO,20.6164,-101.29482,Rojo,2
DLGUA1136,AGUAS ARRIBADE CONFL.CON EL RIO LERMA,GUANAJUATO,20.61349,-101.3521,Amarillo,2
DLGUA1137,IRAPUATO  (A) AGUAS ARRIBA,GUANAJUATO,20.66603,-101.33189,Rojo,1
DLGUA1138,RIO GUANAJUATO,GUANAJUATO,20.67083,-101.33083,Rojo,0
DLGUA1140,RIO TURBIO 8,GUANAJUATO,20.68502,-101.81313,Rojo,2
DLGUA1141,RT-8 RIO TURBIO-LAS ADJUNTAS,GUANAJUATO,20.67323,-101.84734,Rojo,2
DLGUA1142,RIO TURBIO 7,GUANAJUATO,20.67531,-101.85239,Rojo,2
DLGUA1143,AF-7 RIO PENJAMO,GUANAJUATO,20.42392,-101.71178,Rojo,0
DLGUA1144,PENJAMO,GUANAJUATO,20.2147,-101.73075,Rojo,2
DLGUA1145,RIO LERMA 17,MICHOACAN DE OCAMPO,20.18902,-101.7018,Rojo,2
DLGUA1148,RIO LERMA 35,GUANAJUATO,20.07664,-100.82544,Rojo,2
DLGUA1149,RIO LERMA 36,GUANAJUATO,20.08111,-100.82854,Rojo,2
DLGUA1151,ACAMBARO (PUENTE FERROCARIL),GUANAJUATO,20.0533,-100.7616,Rojo,2
DLGUA1152,PUENTE FFCC ACAMBARO,GUANAJUATO,20.04902,-100.73071,Rojo,0
DLGUA1156,RIO LERMA 34 (AGUA CALIENTE 1),GUANAJUATO,20.04193,-100.6816,Rojo,0
DLGUA1157,RIO LERMA 15,GUANAJUATO,20.04858,-100.67931,Rojo,1
DLGUA1158,PRESA SOLIS 1,GUANAJUATO,20.05221,-100.66697,Rojo,0
DLGUA1159,PRESA SOLIS 3,GUANAJUATO,20.04113,-100.63615,Rojo,0
DLGUA1160,PRESA SOLIS 2,GUANAJUATO,20.06526,-100.63361,Rojo,0
DLGUA1161,PRESA SOLIS 4,GUANAJUATO,20.08571,-100.61889,Rojo,0
DLGUA1162,PRESA SOLIS 5,GUANAJUATO,20.07576,-100.57757,Rojo,0
DLGUA1163,PRESA SOLIS 7,GUANAJUATO,20.07873,-100.54172,Rojo,0
DLGUA1164,PRESA SOLIS 6,GUANAJUATO,20.05404,-100.58251,Rojo,0
DLGUA1165M1,RIO GUANAJUATO,GUANAJUATO,20.51801,-101.37832,Rojo,2
DLGUA1168,RIO LERMA 71,GUANAJUATO,20.00932,-100.47961,Rojo,1
